year		DOY		Ta		Tmin		Tmax		precip		rSSD		SRad		ET0		snow		PAR
2013		357		6.89		1.79		10.79		0		0.97		78.66		0.65		0		3.19
2013		358		5.43		-0.17		11.73		0.01		0.45		54.81		0.71		0		2.23
2013		359		5.72		1.22		12.32		27.63		0		11.69		0.69		0.1		0.47
2013		360		1.32		0.32		2.02		10.23		0		11.72		0.22		7.52		0.48
2013		361		0.15		-2.85		3.35		0.04		0.62		66.19		0.4		4.11		2.69
2013		362		1.62		-2.18		5.22		6.68		0.2		33.77		0.47		4.27		1.37
2013		363		3.01		0.61		6.01		0.22		0.37		49.38		0.43		0.04		2.01
2013		364		0.11		-1.59		3.51		0		0.55		62.76		0.36		0		2.55
2013		365		-0.86		-3.76		3.84		0.5		0.9		79.03		0.42		0.49		3.21
2014		1		2.07		-1.23		6.56		0.05		0.52		61.41		0.5		0.02		2.49
2014		2		3.37		-1.13		8.87		3.55		0.17		31.48		0.61		0.4		1.28
2014		3		3.17		-1.83		8.47		2.07		0		12.15		0.62		0.31		0.49
2014		4		3.74		2.54		5.24		21.64		0		12.23		0.33		1.48		0.5
2014		5		3.23		-0.67		6.13		0.02		0.78		77.31		0.51		0		3.14
2014		6		1.78		-2.32		6.78		0.01		0.44		57.5		0.56		0.01		2.33
2014		7		7.29		2.99		11.29		0.15		0.95		83.98		0.68		0		3.41
2014		8		7.5		2.3		11.7		0.05		0.38		53.43		0.74		0		2.17
2014		9		7.27		0.37		12.77		0.11		0.32		48.46		0.85		0		1.97
2014		10		5.92		0.53		9.52		0		0.27		44.01		0.69		0		1.79
2014		11		3.78		-0.92		10.08		0.01		0.16		32.59		0.7		0		1.32
2014		12		2		-1.8		4.5		0.01		0.1		25.81		0.49		0		1.05
2014		13		2.01		-1.49		5.2		3.94		0.01		14.53		0.51		1.96		0.59
2014		14		3.42		1.12		5.32		2.88		0.01		14.68		0.44		0.31		0.6
2014		15		1.31		-1.79		3.51		0.01		0.4		58.92		0.45		0.01		2.39
2014		16		2.89		0.7		5.99		14.5		0		13.61		0.49		3.02		0.55
2014		17		2.46		0.66		4.06		1.09		0		13.76		0.39		0.36		0.56
2014		18		1.45		0.65		2.16		0.02		0		13.92		0.25		0.01		0.57
2014		19		1.95		0.25		5.64		0.01		0.24		44.98		0.49		0.01		1.83
2014		20		2.7		0.9		5.39		2.15		0		14.25		0.47		0.56		0.58
2014		21		2.42		1.12		3.62		0.24		0		14.42		0.35		0.08		0.59
2014		22		1.82		-1.38		5.12		0.02		0.56		77.83		0.55		0.01		3.16
2014		23		2.24		-1.36		4.84		2.65		0.02		17.77		0.56		1.09		0.72
2014		24		0.08		-4.42		2.68		0.85		0.39		64.49		0.54		0.8		2.62
2014		25		-2.28		-7.18		4.71		1.2		0.56		80.85		0.62		2		3.28
2014		26		3.19		0.59		5.09		4.85		0.04		21.52		0.52		0.7		0.87
2014		27		2.66		-0.94		5.66		1.02		0.45		73.14		0.62		0.28		2.97
2014		28		-0.16		-2.76		3.44		0		0.88		103.61		0.53		0		4.21
2014		29		-1.55		-4.95		1.85		0		0.18		43.06		0.51		0		1.75
2014		30		-0.95		-3.55		0.95		0.01		0		16.21		0.44		0.01		0.66
2014		31		-0.62		-5.02		5.07		0.01		0.66		95.56		0.68		0.01		3.88
2014		32		0.85		-4.75		6.15		5.96		0.12		36		0.78		5.06		1.46
2014		33		1.02		0.12		2.82		2.15		0		16.9		0.4		1.75		0.69
2014		34		1.37		-0.63		3.37		0.26		0.08		30.63		0.5		0.19		1.24
2014		35		1.84		-0.36		5.03		0.04		0.07		29.41		0.6		0.02		1.19
2014		36		1.66		-0.44		4.06		6.41		0		17.63		0.55		4.01		0.72
2014		37		3.49		-0.01		6.89		0.29		0.7		107		0.76		0.03		4.35
2014		38		3.06		-1.03		5.37		10.98		0		18.14		0.73		1.86		0.74
2014		39		1.5		-2.2		5.6		9.27		0.01		20.27		0.75		6.3		0.82
2014		40		3.36		-1.04		6.06		0.3		0.59		102.42		0.8		0.03		4.16
2014		41		2.56		-0.84		5.86		5.5		0.03		24.66		0.76		1.66		1
2014		42		2.84		-0.06		6.34		0.2		0.7		114.98		0.76		0.04		4.67
2014		43		4.27		0.97		7.97		0.27		0.81		124.28		0.86		0.01		5.05
2014		44		4.54		2.04		8.34		8.33		0		19.78		0.84		0.18		0.8
2014		45		2.71		0.01		5.21		0.01		0		20.07		0.71		0		0.82
2014		46		4.09		-0.2		13.39		22.45		0.04		28.52		1.25		0.94		1.16
2014		47		3.23		1.63		5.03		0.29		0		20.65		0.61		0.04		0.84
2014		48		2.37		-0.93		6.47		0.01		0.33		81.44		0.87		0		3.31
2014		49		2.55		-2.45		8.05		0		0.51		107.51		1.06		0		4.37
2014		50		4.55		2.15		7.05		0.01		0		21.56		0.81		0		0.88
2014		51		5.08		0.28		10.08		2.08		0.88		143.68		1.19		0.02		5.83
2014		52		4.43		1.53		6.43		6.51		0		22.19		0.83		0.17		0.9
2014		53		3.45		0.85		7.55		5.56		0.5		112.52		0.94		0.57		4.57
2014		54		4.41		-0.89		8.21		0.01		0.55		120.49		1.16		0		4.89
2014		55		3.63		-2.17		11.03		0.01		0.98		156.72		1.37		0		6.36
2014		56		5.19		-0.71		10.49		0.13		0.64		134.41		1.37		0		5.46
2014		57		3.84		0.74		6.34		16.72		0		23.8		0.92		1		0.97
2014		58		3.45		0.85		6.55		0.69		0.31		90.24		0.93		0.07		3.66
2014		59		4.08		1.78		8.68		1.61		0.25		80.14		1.07		0.07		3.25
2014		60		2.9		0.8		6		0.21		0.07		41.98		0.89		0.04		1.7
2014		61		3.57		0.67		6.87		0.58		0.25		82.35		1.01		0.05		3.34
2014		62		2.54		-0.66		4.84		0.64		0		25.49		0.92		0.2		1.04
2014		63		2.74		0.14		5.54		2.35		0.07		43.72		0.93		0.58		1.78
2014		64		5.25		2.25		9.05		0.04		0.37		109.2		1.19		0		4.43
2014		65		4.53		-0.17		8.53		0.01		0.77		165.65		1.32		0		6.73
2014		66		4.81		-1.89		12.61		0		0.97		181.51		1.75		0		7.37
2014		67		6.32		-1.08		14.02		0		0.97		183.88		1.93		0		7.47
2014		68		6.85		-0.25		14.65		0		0.97		186.26		1.99		0		7.56
2014		69		7.11		0.32		14.11		0		0.95		187.67		1.96		0		7.62
2014		70		5.77		-0.53		12.16		0		0.63		160.66		1.8		0		6.52
2014		71		6.26		-1.34		14.56		0		0.94		191.91		2.08		0		7.79
2014		72		7.55		0.25		15.65		0		0.94		194.31		2.19		0		7.89
2014		73		8.05		0.55		15.54		0		0.91		194.89		2.23		0		7.91
2014		74		7.95		3.45		13.65		0		0.02		35.73		1.85		0		1.45
2014		75		9.4		3.6		15.9		0		0.64		172.21		2.17		0		6.99
2014		76		10.11		2.11		18.61		0		0.98		206.06		2.62		0		8.37
2014		77		11.1		2		19.4		0		0.89		203.04		2.81		0		8.25
2014		78		9.95		4.75		13.95		0		0.88		204.66		1.99		0		8.31
2014		79		9.82		0.92		18.22		0		0.88		207.03		2.74		0		8.41
2014		80		11.58		3.98		17.48		0.31		0.72		193.28		2.61		0		7.85
2014		81		6.74		1.74		10.94		23.77		0		32.24		1.82		0.02		1.31
2014		82		2.98		0.88		4.98		5.91		0.01		35.91		1.04		1.1		1.46
2014		83		1.47		-1.43		4.48		4.65		0.2		94.4		1.17		3.2		3.83
2014		84		1.55		-3.25		6.15		0.01		0.32		127.06		1.5		0.01		5.16
2014		85		2.47		-1.53		6.57		0.15		0.06		53.75		1.47		0.05		2.18
2014		86		4.3		-2.2		10.9		0		0.83		219.01		2.06		0		8.89
2014		87		6.69		-1.11		13.79		0		0.91		228.3		2.46		0		9.27
2014		88		8.15		-0.75		15.65		0		0.73		212		2.77		0		8.61
2014		89		10.02		1.72		18.31		0		0.57		189		3.02		0		7.67
2014		90		10.91		3.81		16.91		0		0.76		220.19		2.79		0		8.94
2014		91		11.21		4.31		17.41		0		0.88		235.2		2.85		0		9.55
2014		92		11.37		3.57		18.07		0		0.69		214.89		3.04		0		8.73
2014		93		11.41		8.81		14.41		0		0		36.51		1.91		0		1.48
2014		94		12.25		8.15		16.35		0.05		0.2		105.55		2.4		0		4.29
2014		95		12.12		10.32		15.92		0.35		0.15		90.43		2		0		3.67
2014		96		12.61		7.31		17.61		0.01		0.54		196.15		2.78		0		7.97
2014		97		12.79		4.49		19.59		9.12		0.76		235.26		3.41		0		9.55
2014		98		10.96		8.16		15.46		10.05		0.04		53.54		2.25		0		2.17
2014		99		9.39		3.69		14.29		0.01		0.98		261.04		2.59		0		10.6
2014		100		9.81		0.81		17.91		0		0.99		263.89		3.37		0		10.72
2014		101		12.4		3.5		20.2		0		0.91		260.37		3.67		0		10.57
2014		102		13.36		7.06		18.36		0		0.28		138.87		3.14		0		5.64
2014		103		12.13		6.53		17.13		0		0.76		247.66		2.95		0		10.06
2014		104		10.5		3.4		17.3		0		0.96		270.83		3.22		0		11
2014		105		7.25		3.04		11.15		0		0.96		272.99		2.19		0		11.09
2014		106		6.33		-0.07		12.03		0		0.99		277.11		2.6		0		11.25
2014		107		7.03		-2.07		15.12		0		0.96		277.25		3.21		0		11.26
2014		108		6.33		1.33		11.03		2.61		0		41.46		2.36		0		1.68
2014		109		3.77		0.07		6.17		0.08		0		41.77		1.69		0.01		1.7
2014		110		9.21		0.21		15.71		2.42		0.68		248.31		3.39		0		10.08
2014		111		9.94		7.74		12.54		0.63		0.01		46.68		1.95		0		1.9
2014		112		12.01		6.81		17.11		1.27		0.33		165.87		3.09		0		6.74
2014		113		13.73		9.43		19.53		0.31		0.61		239.97		3.26		0		9.74
2014		114		13.83		6.63		19.43		0.01		0.77		270.17		3.71		0		10.97
2014		115		11.69		8.59		17.29		26.2		0.04		61.01		2.87		0		2.48
2014		116		12.36		7.46		17.06		17.18		0.17		114.26		3.1		0		4.64
2014		117		8.47		6.57		10.97		8.08		0		44.11		1.84		0		1.79
2014		118		6.48		5.28		8.08		13.84		0		44.38		1.37		0.02		1.8
2014		119		8.46		5.56		11.76		4.64		0.02		53.68		2.21		0		2.18
2014		120		9.12		6.02		11.82		2.37		0.03		58.49		2.21		0		2.38
2014		121		10.48		8.18		13.68		8.22		0.01		49.77		2.27		0		2.02
2014		122		9.57		7.87		12.37		11.92		0.01		50.06		2		0		2.03
2014		123		7.6		5		9.1		3.9		0		45.7		1.78		0		1.86
2014		124		7.47		3.27		11.77		0.02		0.44		213.01		2.57		0		8.65
2014		125		11		0.6		20		0.01		0.95		310.36		4.44		0		12.6
2014		126		13.04		6.54		18.14		2.76		0.16		116.98		3.7		0		4.75
2014		127		12.15		9.35		15.15		6.91		0.14		109.29		2.55		0		4.44
2014		128		13.72		7.72		19.02		0.7		0.4		205.23		3.77		0		8.33
2014		129		14.85		11.75		18.55		0.21		0.24		150.55		3.04		0		6.11
2014		130		14.91		8.51		20.31		9.6		0.47		228.32		4.03		0		9.27
2014		131		10.38		6.28		15.38		8.31		0.23		148.09		3.07		0		6.01
2014		132		8.48		6.18		12.28		1.42		0.1		94.41		2.35		0		3.83
2014		133		6.9		4.7		10.2		9.72		0.14		112.38		2.11		0.01		4.56
2014		134		7.07		2.97		10.67		4.04		0.17		125.63		2.52		0		5.1
2014		135		6.26		2.06		10.86		1.66		0.18		130.34		2.62		0		5.29
2014		136		9.26		3.66		14.16		0.01		0.42		219.01		3.23		0		8.89
2014		137		11.2		5.3		16.5		0		0.75		301.17		3.59		0		12.23
2014		138		13.43		2.93		20.53		0		0.94		328.01		4.86		0		13.32
2014		139		15.57		9.97		21.17		3.23		0.48		239.88		4.16		0		9.74
2014		140		15.54		7.24		21.74		0.01		0.61		275.37		4.75		0		11.18
2014		141		17.76		10.07		24.17		0		0.75		305.51		5.01		0		12.41
2014		142		15.51		10.71		23.01		27.61		0.38		210.5		4.4		0		8.55
2014		143		13.3		7.6		18.4		2.66		0.56		265.52		3.86		0		10.78
2014		144		13.58		7.98		18.68		0.01		0.7		298.89		3.89		0		12.14
2014		145		14.04		8.24		19.94		9.1		0.37		208.98		4.14		0		8.49
2014		146		12.37		9.47		14.77		4.48		0.06		80.19		2.65		0		3.26
2014		147		11.28		10.38		12.28		3.11		0		50.37		1.53		0		2.05
2014		148		12.36		9.36		16.36		0.06		0.09		95.07		3.05		0		3.86
2014		149		12.84		8.34		18.15		5.32		0.36		207.67		3.68		0		8.43
2014		150		12.76		7.06		18.06		0.01		0.63		288.25		3.9		0		11.71
2014		151		12.41		7.91		16.81		0		0.73		310.34		3.48		0		12.6
2014		152		13.41		5.51		19.51		0		0.69		302.95		4.51		0		12.3
2014		153		14.64		10.64		19.14		0.18		0.42		230.26		3.66		0		9.35
2014		154		14.21		8.21		19.41		0.01		0.33		198.92		4.16		0		8.08
2014		155		12.69		9.09		16.39		6.59		0.06		81.84		3.2		0		3.32
2014		156		14.12		9.72		19.72		0.02		0.82		328.97		3.93		0		13.36
2014		157		16.74		7.25		24.24		0		0.81		327.94		5.55		0		13.32
2014		158		20.37		11.77		27.27		0		0.82		329.98		5.87		0		13.4
2014		159		22.32		13.52		29.42		0		0.94		345.64		6.26		0		14.04
2014		160		23.15		14.56		30.85		0		0.81		329.29		6.47		0		13.37
2014		161		21.93		14.63		29.13		1.14		0.78		324.7		5.93		0		13.19
2014		162		21.34		13.44		27.44		0		0.95		347.81		5.75		0		14.12
2014		163		21.14		14.64		27.54		0		0.7		310.05		5.49		0		12.59
2014		164		20.23		13.33		26.43		0		0.73		316.39		5.41		0		12.85
2014		165		17.61		12.51		22.21		0		0.8		329.21		4.34		0		13.37
2014		166		15.9		11		20.1		0		0.54		271.3		4		0		11.02
2014		167		16.76		10.96		21.66		0		0.91		344.86		4.45		0		14
2014		168		15.58		12.08		20.88		11.06		0.56		277.11		3.9		0		11.25
2014		169		14.76		10.56		20.66		2.48		0.47		250.67		4.08		0		10.18
2014		170		17.17		10.17		23.07		0.01		0.81		331.46		4.95		0		13.46
2014		171		17.63		12.33		22.73		0		0.88		341.54		4.5		0		13.87
2014		172		17.75		9.25		24.75		0		0.98		352.01		5.52		0		14.29
2014		173		18.69		13.79		26.69		2.88		0.58		282.58		5.16		0		11.48
2014		174		18.03		12.43		22.33		18.7		0.46		247.43		4.44		0		10.05
2014		175		16.34		13.24		20.04		2.55		0.21		153.15		3.51		0		6.22
2014		176		16.77		10.17		22.27		0		0.67		304.23		4.73		0		12.35
2014		177		16.56		9.76		22.06		0.01		0.71		312.61		4.74		0		12.69
2014		178		18.48		11.08		23.18		0.66		0.77		323.87		4.96		0		13.15
2014		179		18.74		13.64		22.94		3.52		0.24		165.53		4.38		0		6.72
2014		180		14.35		10.95		17.85		7.36		0.11		107.1		3.31		0		4.35
2014		181		14.02		8.93		18.33		0.02		0.6		286.3		3.82		0		11.63
2014		182		15.19		6.59		21.79		9.21		0.84		333.87		5.04		0		13.56
2014		183		14.42		11.82		16.82		14.31		0.04		72.28		2.82		0		2.94
2014		184		16.86		9.56		24.26		0.01		0.7		308.31		5.19		0		12.52
2014		185		18.03		12.43		25.43		28.74		0.26		172.58		5.04		0		7.01
2014		186		18.83		14.63		23.23		0.01		0.39		221.32		4.18		0		8.99
2014		187		19.71		13.51		27.51		23.92		0.73		312.86		5.46		0		12.7
2014		188		16.75		14.55		20.56		18.75		0.13		115.25		3.29		0		4.68
2014		189		12.68		11.18		14.88		15.54		0.01		56.28		2.27		0		2.29
2014		190		11.77		9.67		14.47		14.51		0		50.99		2.5		0		2.07
2014		191		11.54		9.14		13.04		2.31		0		50.88		2.23		0		2.07
2014		192		14.72		12.82		17.82		22.2		0		50.76		2.8		0		2.06
2014		193		16.8		14		20.6		3.57		0.22		153.51		3.41		0		6.23
2014		194		17.15		14.15		21.85		1.75		0.32		192.66		3.71		0		7.82
2014		195		17.55		14.85		21.55		0		0.3		184.63		3.5		0		7.5
2014		196		18.7		13.8		23.5		0		0.81		320.39		4.33		0		13.01
2014		197		19.46		12.06		26.36		0		0.89		330.41		5.35		0		13.42
2014		198		21.02		12.72		28.22		0		0.98		338.32		5.79		0		13.74
2014		199		21.85		13.15		29.25		0		0.97		336.49		6.01		0		13.66
2014		200		22.22		13.72		28.52		0.15		0.58		269.97		5.8		0		10.96
2014		201		18		13.5		20.81		27.26		0.07		83.78		3.63		0		3.4
2014		202		15.55		13.35		18.65		20.91		0.01		54.35		2.87		0		2.21
2014		203		16.62		15.12		18.02		6.52		0		49.17		2.18		0		2
2014		204		19.93		16.33		23.93		0.4		0.4		214.39		3.86		0		8.71
2014		205		19.32		15.52		24.62		1.04		0.42		220.03		4.14		0		8.93
2014		206		18.89		12.39		25.59		1.01		0.74		298.49		4.91		0		12.12
2014		207		16.81		15.11		20.51		6.39		0.08		86.59		2.95		0		3.52
2014		208		18.01		12.61		23.11		0.02		0.25		157.99		4.24		0		6.42
2014		209		17.14		13.64		22.94		30.26		0.28		168.67		3.88		0		6.85
2014		210		15.65		13.85		18.75		3.23		0.02		57.51		2.68		0		2.34
2014		211		16.32		14.22		19.52		3.05		0.01		52.46		2.84		0		2.13
2014		212		19.04		15.54		23.34		0.02		0.52		242.47		3.7		0		9.85
2014		213		19.52		13.22		25.12		0.74		0.54		246.58		4.61		0		10.01
2014		214		19.11		16.01		24.21		2.54		0.21		138.46		3.76		0		5.62
2014		215		17.04		14.14		21.54		0.89		0.17		121.85		3.36		0		4.95
2014		216		17.7		11.9		23.2		0.11		0.36		190.77		4.21		0		7.75
2014		217		17.74		13.53		22.04		0		0.4		202.49		3.64		0		8.22
2014		218		17.2		10.5		22.2		0.01		0.48		224.73		4.18		0		9.13
2014		219		18.68		15.08		23.28		2.84		0.23		142.54		3.63		0		5.79
2014		220		20.01		14.51		26.01		14.72		0.48		222.32		4.43		0		9.03
2014		221		20.33		16.53		24.93		1.01		0.39		195.11		3.79		0		7.92
2014		222		20.9		16.2		26.8		12.83		0.35		181.49		4.3		0		7.37
2014		223		16.52		13.62		19.12		9.78		0.01		49.31		2.73		0		2
2014		224		16.22		11.82		20.42		0.17		0.46		211.85		3.37		0		8.6
2014		225		14.35		11.65		19.15		2.26		0.18		119.12		2.95		0		4.84
2014		226		13.94		10.04		18.34		3.54		0.23		136.84		3.05		0		5.56
2014		227		12.64		10.14		16.24		14.81		0.1		86.3		2.49		0		3.5
2014		228		13.14		9.54		17.74		0.06		0.41		192.77		2.91		0		7.83
2014		229		14.18		7.28		19.98		0		0.84		278.63		3.72		0		11.31
2014		230		16.6		11.6		22.6		1.34		0.88		281.28		3.7		0		11.42
2014		231		16.06		12.96		20.56		0.01		0.19		118.2		3.01		0		4.8
2014		232		14.54		9.94		18.34		0.71		0.24		134.92		3		0		5.48
2014		233		13.84		7.94		19.04		0.07		0.66		243.87		3.35		0		9.9
2014		234		15.4		10.3		21		0.01		0.69		247.43		3.43		0		10.05
2014		235		13.53		10.13		16.93		6.32		0.05		61.95		2.56		0		2.52
2014		236		13.05		8.85		17.25		0.02		0.39		176.74		2.78		0		7.18
2014		237		12.17		6.97		16.97		7.64		0.01		44.84		2.92		0		1.82
2014		238		16.18		13.18		18.18		8.28		0		40.39		2.33		0		1.64
2014		239		16.87		14.07		20.47		0.01		0.23		124.77		2.66		0		5.07
2014		240		18.07		12.67		23.17		0		0.79		250.94		3.5		0		10.19
2014		241		18.31		14.11		22.51		0.7		0.14		92.34		3.13		0		3.75
2014		242		17.83		13.43		22.33		0.01		0.47		188.58		3.15		0		7.66
2014		243		14.62		11.72		19.02		3.63		0		38.78		2.58		0		1.57
2014		244		13.05		8.85		17.25		0.02		0.51		194.46		2.61		0		7.9
2014		245		12.82		5.92		18.02		0.01		0.94		255.39		3.08		0		10.37
2014		246		13.97		10.47		18.37		0.01		0.46		179.88		2.56		0		7.3
2014		247		15.73		9.33		22.83		0.01		0.71		225.57		3.5		0		9.16
2014		248		17.77		13.17		23.57		0		0.58		201.71		3.23		0		8.19
2014		249		17.56		11.46		23.66		0.01		0.92		244.86		3.44		0		9.94
2014		250		18.36		12.46		24.76		0		0.84		235.42		3.5		0		9.56
2014		251		18.71		12.41		25.61		0		0.78		226.54		3.63		0		9.2
2014		252		18.27		15.17		22.27		10.84		0.12		77.21		2.6		0		3.14
2014		253		16.77		13.57		21.17		0.01		0.34		140.11		2.56		0		5.69
2014		254		13.99		11.09		18.29		0.01		0.32		133.61		2.27		0		5.43
2014		255		12.05		8.25		16.05		0.09		0.56		184.96		2.19		0		7.51
2014		256		14.17		10.17		18.37		0.01		0.76		213.25		2.38		0		8.66
2014		257		13.62		7.32		19.32		0.01		0.73		207.35		2.8		0		8.42
2014		258		15.77		9.77		22.47		0.01		0.84		217.37		3.05		0		8.83
2014		259		16.65		11.05		22.75		0.01		0.93		222.31		2.97		0		9.03
2014		260		16.93		11.53		22.73		0.79		0.52		168.38		2.9		0		6.84
2014		261		17.16		14.36		21.96		0.07		0.14		76.27		2.38		0		3.1
2014		262		16.54		12.54		21.04		4.24		0.17		83.97		2.44		0		3.41
2014		263		17.47		13.57		23.07		14.03		0.61		177.91		2.63		0		7.22
2014		264		15.81		13.31		21.41		8.94		0.38		133.58		2.28		0		5.42
2014		265		12.75		7.95		16.15		0.01		0.64		178.33		2.07		0		7.24
2014		266		10.31		5.71		16.01		0		0.96		207.42		2.11		0		8.42
2014		267		11.2		5.3		17.2		5.78		0.43		139.15		2.31		0		5.65
2014		268		11.2		7.1		15.51		0.01		0.5		150.39		1.92		0		6.11
2014		269		10.82		4.22		17.72		0.01		0.96		200.24		2.37		0		8.13
2014		270		12.52		5.82		19.32		0.01		0.92		195.59		2.48		0		7.94
2014		271		14.62		7.22		21.72		0		0.95		194.95		2.72		0		7.92
2014		272		15.6		9.8		20.89		0.12		0.63		162.79		2.42		0		6.61
2014		273		15.55		13.85		17.65		0.67		0		28.31		1.4		0		1.15
2014		274		14.8		10.5		19.8		0.01		0.47		134.82		2.11		0		5.47
2014		275		12.88		7.59		18.48		0.02		0.41		122.65		2.12		0		4.98
2014		276		13.33		9.83		18.23		0.02		0.4		119.29		1.86		0		4.84
2014		277		13.94		10.24		19.74		0.38		0.53		139.14		2		0		5.65
2014		278		13.29		9.5		18.59		25.06		0.55		140.25		1.89		0		5.7
2014		279		12.61		8.01		17.41		1.04		0.67		153.64		1.85		0		6.24
2014		280		14.38		11.28		19.08		34.73		0.11		53.54		1.76		0		2.17
2014		281		14.54		11.54		19.74		0.02		0.2		73.15		1.79		0		2.97
2014		282		15.35		7.95		21.95		5.27		0.61		140.75		2.37		0		5.72
2014		283		15.09		13.49		17.49		12.41		0.02		29.9		1.24		0		1.21
2014		284		14.6		11		17.7		0.31		0.09		46.18		1.56		0		1.88
2014		285		12.66		10.16		14.46		0.68		0		24.2		1.16		0		0.98
2014		286		12.85		10.75		16.55		2.27		0		23.87		1.34		0		0.97
2014		287		12.02		6.82		17.02		1.79		0.81		150.12		1.7		0		6.1
2014		288		13.46		10.76		15.96		0.08		0.16		58.51		1.25		0		2.38
2014		289		13.84		11.34		16.64		3.78		0		22.9		1.26		0		0.93
2014		290		15.66		9.96		19.86		0.02		0.63		128.27		1.8		0		5.21
2014		291		13.07		7.97		20.17		0.01		0.98		150.77		1.82		0		6.12
2014		292		14.84		7.54		22.24		0.01		0.91		145.77		2.08		0		5.92
2014		293		15.1		9.4		20.8		19.68		0.52		110.73		1.82		0		4.5
2014		294		13.67		6.37		18.17		9.74		0.32		81.4		1.75		0		3.31
2014		295		5.29		3.09		6.89		2.33		0.17		54.86		0.72		0.02		2.23
2014		296		6.17		1.47		9.87		0.02		0.87		135.75		1.09		0		5.51
2014		297		4.79		-0.51		10.19		0.25		0.82		131		1.15		0		5.32
2014		298		9.32		5.92		12.72		0.44		0		20.16		1.08		0		0.82
2014		299		8.74		4.94		11.75		0.02		0.11		41.12		1.04		0		1.67
2014		300		8.72		5.52		10.32		0.02		0		19.59		0.86		0		0.8
2014		301		10.07		6.77		13.47		0.01		0.62		108.78		1.06		0		4.42
2014		302		8.08		3.28		14.58		0.01		0.94		127.56		1.26		0		5.18
2014		303		9.15		4.25		15.35		0.01		0.84		121.3		1.28		0		4.93
2014		304		8.79		2.99		15.09		0		0.97		124.96		1.3		0		5.07
2014		305		8.66		3.46		16.56		0.01		0.94		122.2		1.32		0		4.96
2014		306		8.18		2.38		15.27		0.01		0.97		121.45		1.27		0		4.93
2014		307		8.45		3.85		13.64		0.01		0.34		70.19		1.1		0		2.85
2014		308		7.32		3.42		10.82		12.43		0		17.48		0.91		0		0.71
2014		309		4.01		2.71		6.91		22.89		0		17.24		0.58		1.07		0.7
2014		310		4.15		1.85		6.55		0.02		0		17		0.61		0		0.69
2014		311		5.34		0.04		10.83		0.47		0.49		82.83		0.97		0		3.36
2014		312		5.4		1.1		9.9		0		0.78		103.8		0.86		0		4.22
2014		313		5.31		0.91		8.3		0.05		0		16.31		0.78		0		0.66
2014		314		7.13		5.73		8.53		3		0		16.09		0.51		0		0.65
2014		315		6.02		5.32		6.92		0.14		0		15.87		0.36		0		0.64
2014		316		6.99		5		8.69		14.74		0		15.66		0.57		0.01		0.64
2014		317		7.63		3.33		10.63		0.01		0.26		51.85		0.8		0		2.11
2014		318		4.53		1.13		6.93		0.43		0		15.26		0.62		0.01		0.62
2014		319		6.91		5.41		8.71		29.58		0		15.06		0.51		0.02		0.61
2014		320		7.34		4.34		10.64		6.86		0.45		69.88		0.71		0		2.84
2014		321		5.63		4.53		6.73		5.5		0		14.69		0.39		0.02		0.6
2014		322		5.55		2.55		7.75		0.8		0.05		21.74		0.59		0		0.88
2014		323		5.69		-0.31		9.59		0.01		0.61		80.04		0.8		0		3.25
2014		324		3.58		-0.32		8.68		0.01		0.35		57.09		0.69		0		2.32
2014		325		4.58		1.88		8.78		0.01		0.49		69.18		0.62		0		2.81
2014		326		4.58		-0.01		12.17		0.03		0.77		86.44		0.82		0		3.51
2014		327		5.02		0.42		10.61		0.01		0.25		44.83		0.76		0		1.82
2014		328		9.34		5.54		16.13		0.01		0.64		77.53		0.91		0		3.15
2014		329		7.37		6.37		7.87		0.11		0		13.4		0.31		0		0.54
2014		330		7.91		6.41		10.21		0.01		0.02		15.94		0.5		0		0.65
2014		331		7.15		5.95		8.95		0.02		0.02		15.79		0.43		0		0.64
2014		332		5.69		4.49		6.79		0.01		0		13		0.35		0		0.53
2014		333		3.38		2.48		4.48		0.07		0		12.88		0.29		0.01		0.52
2014		334		3.55		2.25		5.25		3.52		0		12.77		0.36		0.31		0.52
2014		335		2.47		1.77		3.37		1.44		0		12.66		0.25		0.48		0.51
2014		336		3.1		2.7		4.1		0.07		0		12.55		0.24		0.01		0.51
2014		337		3.06		2.46		3.57		0.05		0		12.46		0.21		0.01		0.51
2014		338		3.88		2.68		5.88		0.02		0		12.36		0.36		0		0.5
2014		339		2.82		1.92		3.52		0.26		0		12.28		0.24		0.06		0.5
2014		340		2.59		2.19		3.29		0.06		0		12.19		0.2		0.02		0.5
2014		341		3.01		2.11		3.81		0.21		0		12.12		0.25		0.04		0.49
2014		342		3.55		0.75		5.75		1.68		0		12.05		0.44		0.15		0.49
2014		343		0.77		-1.24		2.07		0.1		0		11.98		0.31		0.09		0.49
2014		344		0.28		-3.12		3.98		0.55		0.14		27.91		0.44		0.51		1.13
2014		345		4.85		3.45		5.95		0.01		0.07		20.08		0.32		0		0.82
2014		346		4.94		-0.86		8.34		0.01		0.5		59.08		0.62		0		2.4
2014		347		6.47		1.87		11.37		0.01		0.19		32.72		0.67		0		1.33
2014		348		5.61		3.11		8.21		2.31		0		11.74		0.47		0.01		0.48
2014		349		7.53		4.23		10.43		0.02		0.03		15.24		0.56		0		0.62
